wheny,month,year,hb,specialty_name,all_staffed_beddays,total_occupied_beddays,percentage_occupancy,hb_name,population_catchment
2021-01-01,Jan,2021,S08000015,General Psychiatry (Mental Illness),7944,6761,85.10825780463244, Ayrshire and Arran,low population
2021-01-01,Jan,2021,S08000015,General Surgery,8085,6541,80.90290661719236, Ayrshire and Arran,low population
2017-01-01,Jan,2017,S08000015,Trauma and Orthopaedic Surgery,8213,6779,82.539875806648, Ayrshire and Arran,low population
2018-01-01,Jan,2018,S08000015,Geriatric Medicine - units other than long stay,8450,7748,91.69230769230772, Ayrshire and Arran,low population
2018-01-01,Jan,2018,S08000015,Trauma and Orthopaedic Surgery,8492,7318,86.1752237399906, Ayrshire and Arran,low population
2019-01-01,Jan,2019,S08000015,Trauma and Orthopaedic Surgery,8657,7414,85.64167725540028, Ayrshire and Arran,low population
2020-01-01,Jan,2020,S08000015,General Surgery,8992,7441,82.75133451957296, Ayrshire and Arran,low population
2019-01-01,Jan,2019,S08000015,General Psychiatry (Mental Illness),9034,6861,75.94642461810938, Ayrshire and Arran,low population
2020-01-01,Jan,2020,S08000015,Trauma and Orthopaedic Surgery,9105,7328,80.48325096101044, Ayrshire and Arran,low population
2017-01-01,Jan,2017,S08000015,General Psychiatry (Mental Illness),9134,7511,82.23122399824831, Ayrshire and Arran,low population
2018-01-01,Jan,2018,S08000015,General Psychiatry (Mental Illness),9148,7360,80.454744206383907, Ayrshire and Arran,low population
2021-01-01,Jan,2021,S08000015,Psychiatry of Old Age,9153,7044,76.95837430350706, Ayrshire and Arran,low population
2021-01-01,Jan,2021,S08000015,Surgery Grouping,9266,8117,87.5998273257069, Ayrshire and Arran,low population
2020-01-01,Jan,2020,S08000015,Psychiatry of Old Age,9279,7818,84.25476883284838, Ayrshire and Arran,low population
2021-01-01,Jan,2021,S08000015,Surgery Grouping,9471,7552,79.73814803083097, Ayrshire and Arran,low population
2020-01-01,Jan,2020,S08000015,General Psychiatry (Mental Illness),9636,6031,62.58821087588212, Ayrshire and Arran,low population
2019-01-01,Jan,2019,S08000015,General Surgery,9697,8936,92.15221202433746, Ayrshire and Arran,low population
2017-01-01,Jan,2017,S08000015,Geriatric Medicine - units other than long stay,9861,9684,98.20505019774872, Ayrshire and Arran,low population
2019-01-01,Jan,2019,S08000015,Surgery Grouping,9988,8644,86.5438526231478, Ayrshire and Arran,low population
2020-01-01,Jan,2020,S08000015,Surgery Grouping,10176,8243,81.00432389937109, Ayrshire and Arran,low population
2017-01-01,Jan,2017,S08000015,General Surgery,10404,9596,92.2337562475971, Ayrshire and Arran,low population
2018-01-01,Jan,2018,S08000015,General Surgery,10555,9730,92.18379914732355, Ayrshire and Arran,low population
2017-01-01,Jan,2017,S08000015,Surgery Grouping,10692,9123,85.32547699214366, Ayrshire and Arran,low population
2018-01-01,Jan,2018,S08000015,Surgery Grouping,11055,9359,84.65852555404796, Ayrshire and Arran,low population
2019-01-01,Jan,2019,S08000015,Psychiatry of Old Age,11073,7419,67.00081278786239, Ayrshire and Arran,low population
2020-01-01,Jan,2020,S08000015,Surgery Grouping,11483,9336,81.30279543673258, Ayrshire and Arran,low population
2017-01-01,Jan,2017,S08000015,Surgery Grouping,11684,10360,88.66826429305034, Ayrshire and Arran,low population
2018-01-01,Jan,2018,S08000015,Surgery Grouping,11794,10842,91.92809903340684, Ayrshire and Arran,low population
2019-01-01,Jan,2019,S08000015,Surgery Grouping,11797,10761,91.21810629821142, Ayrshire and Arran,low population
2018-01-01,Jan,2018,S08000015,Psychiatry of Old Age,12583,8630,68.58459826750376, Ayrshire and Arran,low population
2017-01-01,Jan,2017,S08000015,Psychiatry of Old Age,13108,9031,68.89685688129389, Ayrshire and Arran,low population
2017-01-01,Jan,2017,S08000015,General Medicine,13529,13197,97.54601226993866, Ayrshire and Arran,low population
2021-01-01,Jan,2021,S08000015,Geriatric Medicine - units other than long stay,14774,12145,82.2052253959659, Ayrshire and Arran,low population
2019-01-01,Jan,2019,S08000015,General Medicine,17124,17017,99.37514599392664, Ayrshire and Arran,low population
2019-01-01,Jan,2019,S08000015,Geriatric Medicine - units other than long stay,17319,17024,98.29666839886832, Ayrshire and Arran,low population
2020-01-01,Jan,2020,S08000015,Geriatric Medicine - units other than long stay,17519,16862,96.24978594668649, Ayrshire and Arran,low population
2020-01-01,Jan,2020,S08000015,General Medicine,18448,17417,94.41131830008678, Ayrshire and Arran,low population
2021-01-01,Jan,2021,S08000015,Mental Health Grouping,18637,14960,80.2704297902023, Ayrshire and Arran,low population
2018-01-01,Jan,2018,S08000015,General Medicine,18697,18286,97.80178638284218, Ayrshire and Arran,low population
2021-01-01,Jan,2021,S08000015,General Medicine,18803,16888,89.81545498058821, Ayrshire and Arran,low population
2021-01-01,Jan,2021,S08000015,Surgery Grouping,18903,15835,83.76977199386343, Ayrshire and Arran,low population
2021-01-01,Jan,2021,S08000015,Medical Grouping,19217,17251,89.76947494405997, Ayrshire and Arran,low population
2019-01-01,Jan,2019,S08000015,Medical Grouping,19868,19629,98.79706059995976, Ayrshire and Arran,low population
2017-01-01,Jan,2017,S08000015,Medical Grouping,20479,19908,97.21177791884372, Ayrshire and Arran,low population
2020-01-01,Jan,2020,S08000015,Mental Health Grouping,21014,15310,72.85619111068812, Ayrshire and Arran,low population
2020-01-01,Jan,2020,S08000015,Medical Grouping,21398,20107,93.96672586223012, Ayrshire and Arran,low population
2019-01-01,Jan,2019,S08000015,Surgery Grouping,21785,19405,89.07505164103743, Ayrshire and Arran,low population
2020-01-01,Jan,2020,S08000015,Surgery Grouping,21896,17816,81.3664596273292, Ayrshire and Arran,low population
2019-01-01,Jan,2019,S08000015,Mental Health Grouping,22162,15646,70.59832145113258, Ayrshire and Arran,low population
2017-01-01,Jan,2017,S08000015,Surgery Grouping,22376,19483,87.07096889524492, Ayrshire and Arran,low population
2018-01-01,Jan,2018,S08000015,Surgery Grouping,22849,20201,88.41087137292662, Ayrshire and Arran,low population
2017-01-01,Jan,2017,S08000015,General Medicine,23103,22556,97.63234212007102, Ayrshire and Arran,low population
2018-01-01,Jan,2018,S08000015,Medical Grouping,23456,22319,95.15262619372444, Ayrshire and Arran,low population
2019-01-01,Jan,2019,S08000015,General Medicine,23629,23096,97.74429726183928, Ayrshire and Arran,low population
2018-01-01,Jan,2018,S08000015,Mental Health Grouping,23696,17402,73.43855503038489, Ayrshire and Arran,low population
2020-01-01,Jan,2020,S08000015,General Medicine,23708,22325,94.16652606715031, Ayrshire and Arran,low population
2017-01-01,Jan,2017,S08000015,Mental Health Grouping,24312,17786,73.15728858177035, Ayrshire and Arran,low population
2018-01-01,Jan,2018,S08000015,General Medicine,25045,24538,97.97564384108604, Ayrshire and Arran,low population
2018-01-01,Jan,2018,S08000015,Geriatric Medicine - units other than long stay,25478,21911,85.99968600361096, Ayrshire and Arran,low population
2017-01-01,Jan,2017,S08000015,Geriatric Medicine - units other than long stay,26519,25689,96.87016855839212, Ayrshire and Arran,low population
2021-01-01,Jan,2021,S08000015,All Acute,28688,24803,86.45775237032908, Ayrshire and Arran,low population
2021-01-01,Jan,2021,S08000015,All Specialties,28722,24837,86.47378316273242, Ayrshire and Arran,low population
2021-01-01,Jan,2021,S08000015,General Medicine,29266,27352,93.45998769903645, Ayrshire and Arran,low population
2019-01-01,Jan,2019,S08000015,All Acute,29856,28273,94.69788317256166, Ayrshire and Arran,low population
2019-01-01,Jan,2019,S08000015,All Specialties,30006,28423,94.7243884556422, Ayrshire and Arran,low population
2017-01-01,Jan,2017,S08000015,All Acute,31171,29031,93.13464438099516, Ayrshire and Arran,low population
2019-01-01,Jan,2019,S08000015,Medical Grouping,31187,30342,97.29053772405167, Ayrshire and Arran,low population
2017-01-01,Jan,2017,S08000015,All Specialties,31464,29220,92.86803966437832, Ayrshire and Arran,low population
2020-01-01,Jan,2020,S08000015,Medical Grouping,31570,29517,93.49699081406402, Ayrshire and Arran,low population
2020-01-01,Jan,2020,S08000015,All Acute,31574,28350,89.78906695382277, Ayrshire and Arran,low population
2020-01-01,Jan,2020,S08000015,All Specialties,31599,28375,89.79714547928732, Ayrshire and Arran,low population
2018-01-01,Jan,2018,S08000015,All Acute,34511,31678,91.79102315203848, Ayrshire and Arran,low population
2018-01-01,Jan,2018,S08000015,All Specialties,34650,31817,91.82395382395386, Ayrshire and Arran,low population
2021-01-01,Jan,2021,S08000015,Medical Grouping,35095,32108,91.48881607066534, Ayrshire and Arran,low population
2017-01-01,Jan,2017,S08000015,Medical Grouping,36095,35234,97.61462806482892, Ayrshire and Arran,low population
2018-01-01,Jan,2018,S08000015,Medical Grouping,36547,35217,96.36085041179854, Ayrshire and Arran,low population
2017-01-01,Jan,2017,S08000015,General Medicine,36641,35762,97.60104800633174, Ayrshire and Arran,low population
2019-01-01,Jan,2019,S08000015,General Medicine,41386,40746,98.45358333736048, Ayrshire and Arran,low population
2020-01-01,Jan,2020,S08000015,General Medicine,42788,40374,94.35823127979808, Ayrshire and Arran,low population
2019-01-01,Jan,2019,S08000015,All Acute,42984,41103,95.62395309882749, Ayrshire and Arran,low population
2020-01-01,Jan,2020,S08000015,All Acute,43053,38853,90.24458225907604, Ayrshire and Arran,low population
2018-01-01,Jan,2018,S08000015,General Medicine,43742,42824,97.90133052901102, Ayrshire and Arran,low population
2021-01-01,Jan,2021,S08000015,All Acute,44361,40225,90.67649511958706, Ayrshire and Arran,low population
2017-01-01,Jan,2017,S08000015,All Acute,47779,45594,95.42686117331884, Ayrshire and Arran,low population
2018-01-01,Jan,2018,S08000015,All Acute,48341,46059,95.27936947932398, Ayrshire and Arran,low population
2021-01-01,Jan,2021,S08000015,General Medicine,48886,45057,92.16749171541952, Ayrshire and Arran,low population
2019-01-01,Jan,2019,S08000015,All Specialties,50217,46307,92.2137921421033, Ayrshire and Arran,low population
2020-01-01,Jan,2020,S08000015,All Specialties,51028,43563,85.37077682840794, Ayrshire and Arran,low population
2021-01-01,Jan,2021,S08000015,All Specialties,51499,43543,84.5511563331327, Ayrshire and Arran,low population
2017-01-01,Jan,2017,S08000015,All Specialties,55138,50935,92.3773078457688, Ayrshire and Arran,low population
2018-01-01,Jan,2018,S08000015,All Specialties,55533,51488,92.71604271334164, Ayrshire and Arran,low population
2019-01-01,Jan,2019,S08000015,Medical Grouping,63706,62370,97.90286629202905, Ayrshire and Arran,low population
2020-01-01,Jan,2020,S08000015,Medical Grouping,65543,61786,94.26788520513252, Ayrshire and Arran,low population
2021-01-01,Jan,2021,S08000015,Medical Grouping,67885,60380,88.94453855785521, Ayrshire and Arran,low population
2017-01-01,Jan,2017,S08000015,Medical Grouping,70795,68664,96.98990041669612, Ayrshire and Arran,low population
2018-01-01,Jan,2018,S08000015,Medical Grouping,74472,69617,93.48077129659472, Ayrshire and Arran,low population
2019-01-01,Jan,2019,S08000015,All Acute,85491,81775,95.65334362681452, Ayrshire and Arran,low population
2021-01-01,Jan,2021,S08000015,All Acute,86788,76215,87.81744019910589, Ayrshire and Arran,low population
2020-01-01,Jan,2020,S08000015,All Acute,87439,79602,91.0371802056291, Ayrshire and Arran,low population
2017-01-01,Jan,2017,S08000015,All Acute,93171,88147,94.60776421848, Ayrshire and Arran,low population
2018-01-01,Jan,2018,S08000015,All Acute,97321,89818,92.2904614625826, Ayrshire and Arran,low population
2021-01-01,Jan,2021,S08000015,All Specialties,123289,101388,82.23604701149333, Ayrshire and Arran,low population
2019-01-01,Jan,2019,S08000015,All Specialties,127225,113176,88.95735900962863, Ayrshire and Arran,low population
2020-01-01,Jan,2020,S08000015,All Specialties,128273,109791,85.591667771082, Ayrshire and Arran,low population
2017-01-01,Jan,2017,S08000015,All Specialties,138644,121790,87.84368598713253, Ayrshire and Arran,low population
2018-01-01,Jan,2018,S08000015,All Specialties,141280,123755,87.59555492638734, Ayrshire and Arran,low population
2017-04-01,Apr,2017,S08000015,Clinical Radiology,1,1,100, Ayrshire and Arran,low population
2017-04-01,Apr,2017,S08000015,Endocrinology & Diabetes,1,1,100, Ayrshire and Arran,low population
2017-04-01,Apr,2017,S08000015,Infectious Diseases,1,1,100, Ayrshire and Arran,low population
2017-04-01,Apr,2017,S08000015,Ophthalmology,1,1,100, Ayrshire and Arran,low population
2017-04-01,Apr,2017,S08000015,Plastic Surgery,1,1,100, Ayrshire and Arran,low population
2017-04-01,Apr,2017,S08000015,Renal Medicine,1,1,100, Ayrshire and Arran,low population
2018-04-01,Apr,2018,S08000015,"Ear, Nose & Throat (ENT)",1,1,100, Ayrshire and Arran,low population
2018-04-01,Apr,2018,S08000015,Urology,1,1,100, Ayrshire and Arran,low population
2019-04-01,Apr,2019,S08000015,Anaesthetics,1,1,100, Ayrshire and Arran,low population
2019-04-01,Apr,2019,S08000015,Plastic Surgery,1,1,100, Ayrshire and Arran,low population
2021-04-01,Apr,2021,S08000015,Plastic Surgery,1,1,100, Ayrshire and Arran,low population
2018-04-01,Apr,2018,S08000015,Clinical Radiology,2,2,100, Ayrshire and Arran,low population
2018-04-01,Apr,2018,S08000015,Renal Medicine,2,2,100, Ayrshire and Arran,low population
2018-04-01,Apr,2018,S08000015,Respiratory Medicine,2,2,100, Ayrshire and Arran,low population
2019-04-01,Apr,2019,S08000015,Anaesthetics,2,2,100, Ayrshire and Arran,low population
2019-04-01,Apr,2019,S08000015,Community Dental Practice,2,2,100, Ayrshire and Arran,low population
2019-04-01,Apr,2019,S08000015,Dental Grouping,2,2,100, Ayrshire and Arran,low population
2019-04-01,Apr,2019,S08000015,Urology,2,2,100, Ayrshire and Arran,low population
2020-04-01,Apr,2020,S08000015,Plastic Surgery,2,2,100, Ayrshire and Arran,low population
2021-04-01,Apr,2021,S08000015,Paediatric Surgery,2,2,100, Ayrshire and Arran,low population
2021-04-01,Apr,2021,S08000015,Respiratory Medicine,2,2,100, Ayrshire and Arran,low population
2017-04-01,Apr,2017,S08000015,All Acute,3,3,100, Ayrshire and Arran,low population
2017-04-01,Apr,2017,S08000015,General Medicine,3,3,100, Ayrshire and Arran,low population
2017-04-01,Apr,2017,S08000015,Medical Grouping,3,3,100, Ayrshire and Arran,low population
2021-04-01,Apr,2021,S08000015,Urology,3,3,100, Ayrshire and Arran,low population
2017-04-01,Apr,2017,S08000015,Respiratory Medicine,4,4,100, Ayrshire and Arran,low population
2021-04-01,Apr,2021,S08000015,Haematology,4,4,100, Ayrshire and Arran,low population
2019-04-01,Apr,2019,S08000015,Paediatric Surgery,6,6,100, Ayrshire and Arran,low population
2021-04-01,Apr,2021,S08000015,Geriatric Medicine - units other than long stay,7,7,100, Ayrshire and Arran,low population
2018-04-01,Apr,2018,S08000015,Paediatric Surgery,9,9,100, Ayrshire and Arran,low population
2020-04-01,Apr,2020,S08000015,Accident & Emergency,9,9,100, Ayrshire and Arran,low population
2020-04-01,Apr,2020,S08000015,Emergency Grouping,9,9,100, Ayrshire and Arran,low population
2017-04-01,Apr,2017,S08000015,Paediatric Surgery,11,11,100, Ayrshire and Arran,low population
2021-04-01,Apr,2021,S08000015,Accident & Emergency,15,15,100, Ayrshire and Arran,low population
2021-04-01,Apr,2021,S08000015,Emergency Grouping,15,15,100, Ayrshire and Arran,low population
2021-04-01,Apr,2021,S08000015,Accident & Emergency,27,27,100, Ayrshire and Arran,low population
2021-04-01,Apr,2021,S08000015,Emergency Grouping,27,27,100, Ayrshire and Arran,low population
2019-04-01,Apr,2019,S08000015,Accident & Emergency,28,28,100, Ayrshire and Arran,low population
2019-04-01,Apr,2019,S08000015,Emergency Grouping,28,28,100, Ayrshire and Arran,low population
2017-04-01,Apr,2017,S08000015,Rheumatology,29,29,100, Ayrshire and Arran,low population
2020-04-01,Apr,2020,S08000015,Medical Oncology,31,7,22.580645161290324, Ayrshire and Arran,low population
2021-04-01,Apr,2021,S08000015,Accident & Emergency,42,42,100, Ayrshire and Arran,low population
2021-04-01,Apr,2021,S08000015,Emergency Grouping,42,42,100, Ayrshire and Arran,low population
2020-04-01,Apr,2020,S08000015,Accident & Emergency,47,47,100, Ayrshire and Arran,low population
2020-04-01,Apr,2020,S08000015,Emergency Grouping,47,47,100, Ayrshire and Arran,low population
2021-04-01,Apr,2021,S08000015,Dermatology,53,53,100, Ayrshire and Arran,low population
2020-04-01,Apr,2020,S08000015,Accident & Emergency,56,56,100, Ayrshire and Arran,low population
2020-04-01,Apr,2020,S08000015,Emergency Grouping,56,56,100, Ayrshire and Arran,low population
2018-04-01,Apr,2018,S08000015,Accident & Emergency,58,58,100, Ayrshire and Arran,low population
2018-04-01,Apr,2018,S08000015,Emergency Grouping,58,58,100, Ayrshire and Arran,low population
2017-04-01,Apr,2017,S08000015,Gastroenterology,59,59,100, Ayrshire and Arran,low population
2017-04-01,Apr,2017,S08000015,Accident & Emergency,75,75,100, Ayrshire and Arran,low population
2017-04-01,Apr,2017,S08000015,Emergency Grouping,75,75,100, Ayrshire and Arran,low population
2021-04-01,Apr,2021,S08000015,Ophthalmology,82,82,100, Ayrshire and Arran,low population
2019-04-01,Apr,2019,S08000015,Medical Oncology,92,20,21.739130434782613, Ayrshire and Arran,low population
2019-04-01,Apr,2019,S08000015,Ophthalmology,93,56,60.21505376344088, Ayrshire and Arran,low population
