date_ym,year,health_board,hospital_id,hospital_name,department_type,total_attendance,wait_lt_4hrs,wait_gt_4hrs,wait_gt_8hrs,wait_gt_12hrs,is_covid_year
2007-09-01,2007,Highland,H210H,Ian Charles Community Hospital,Minor Injury Unit or Other,122,122,0,0,0,FALSE
2007-09-01,2007,Highland,H212H,Belford Hospital,Emergency Department,761,749,12,0,0,FALSE
2007-09-01,2007,Highland,H214H,Mackinnon Memorial Hospital,Minor Injury Unit or Other,244,237,7,0,0,FALSE
2007-09-01,2007,Highland,H215H,Portree Hospital,Minor Injury Unit or Other,117,116,1,0,0,FALSE
2007-09-01,2007,Highland,H217H,Ross Memorial Hospital,Minor Injury Unit or Other,196,196,0,0,0,FALSE
2007-09-01,2007,Highland,H219H,County Community Hospital Invergordon,Minor Injury Unit or Other,76,75,1,0,0,FALSE
2007-09-01,2007,Highland,H227B,NA,Minor Injury Unit or Other,123,123,0,0,0,FALSE
2007-09-01,2007,Lanarkshire,L106H,University Hospital Monklands,Emergency Department,5495,5384,111,4,0,FALSE
2007-09-01,2007,Lanarkshire,L206H,Kello Hospital,Minor Injury Unit or Other,161,161,0,0,0,FALSE
2007-09-01,2007,Lanarkshire,L207H,Lady Home Cottage Hospital,Minor Injury Unit or Other,228,228,0,0,0,FALSE
2007-09-01,2007,Lanarkshire,L302H,University Hospital Hairmyres,Emergency Department,4752,4530,222,50,27,FALSE
2007-09-01,2007,Lanarkshire,L308H,University Hospital Wishaw,Emergency Department,5511,5420,91,5,0,FALSE
2007-09-01,2007,Lothian,S116H,Western General Hospital,Minor Injury Unit or Other,3001,2785,216,11,1,FALSE
2007-09-01,2007,Lothian,S308H,St John's Hospital,Emergency Department,3999,3937,62,2,0,FALSE
2007-09-01,2007,Lothian,S314H,Royal Infirmary of Edinburgh at Little France,Emergency Department,8887,8229,658,27,1,FALSE
2007-09-01,2007,Lothian,S319H,Royal Hospital for Children and Young People,Emergency Department,2902,2880,22,0,0,FALSE
2007-09-01,2007,Orkney,R103H,The Balfour,Minor Injury Unit or Other,242,242,0,0,0,FALSE
2007-09-01,2007,Shetland,Z102H,Gilbert Bain Hospital,Emergency Department,713,691,22,3,2,FALSE
2007-09-01,2007,Tayside,T101H,Ninewells Hospital,Emergency Department,4113,4086,27,0,0,FALSE
2007-09-01,2007,Tayside,T202H,Perth Royal Infirmary,Emergency Department,2142,2118,24,1,0,FALSE
2007-09-01,2007,Tayside,T208H,NA,Minor Injury Unit or Other,57,57,0,0,0,FALSE
2007-09-01,2007,Tayside,T209H,Blairgowrie & Rattray Cottage Hospital,Minor Injury Unit or Other,170,170,0,0,0,FALSE
2007-09-01,2007,Tayside,T304H,Arbroath Infirmary,Minor Injury Unit or Other,783,782,1,0,0,FALSE
2007-09-01,2007,Tayside,T305H,Brechin Infirmary,Minor Injury Unit or Other,164,164,0,0,0,FALSE
2007-09-01,2007,Tayside,T319H,Whitehills Health and Community Care Centre,Minor Injury Unit or Other,434,432,2,0,0,FALSE
2007-09-01,2007,Tayside,T357C,NA,Minor Injury Unit or Other,375,375,0,0,0,FALSE
2007-09-01,2007,Western Isles,W106H,St Brendans Cot Hospital,Minor Injury Unit or Other,16,16,0,0,0,FALSE
2007-09-01,2007,Western Isles,W107H,Western Isles Hospital,Emergency Department,689,664,25,0,0,FALSE
2007-09-01,2007,Western Isles,W108H,Uist & Barra Hospital,Minor Injury Unit or Other,106,106,0,0,0,FALSE
2007-10-01,2007,Ayrshire and Arran,A101H,Arran War Memorial Hospital,Minor Injury Unit or Other,165,165,0,0,0,FALSE
2007-10-01,2007,Ayrshire and Arran,A110H,Lady Margaret Hospital,Minor Injury Unit or Other,74,74,0,0,0,FALSE
2007-10-01,2007,Ayrshire and Arran,A111H,University Hospital Crosshouse,Emergency Department,5481,5374,107,3,1,FALSE
2007-10-01,2007,Ayrshire and Arran,A207H,NA,Minor Injury Unit or Other,83,83,0,0,0,FALSE
2007-10-01,2007,Ayrshire and Arran,A210H,University Hospital Ayr,Emergency Department,3452,3304,148,1,0,FALSE
2007-10-01,2007,Borders,B103H,The Knoll Hospital,Minor Injury Unit or Other,13,13,0,0,0,FALSE
2007-10-01,2007,Borders,B105H,Hawick Community  Hospital,Minor Injury Unit or Other,88,88,0,0,0,FALSE
2007-10-01,2007,Borders,B114H,Kelso Hospital,Minor Injury Unit or Other,26,26,0,0,0,FALSE
2007-10-01,2007,Borders,B118H,Hay Lodge Hospital,Minor Injury Unit or Other,96,96,0,0,0,FALSE
2007-10-01,2007,Borders,B120H,Borders General Hospital,Emergency Department,1912,1895,17,0,0,FALSE
2007-10-01,2007,Dumfries and Galloway,Y101H,Castle Douglas Community Hospital,Minor Injury Unit or Other,63,63,0,0,0,FALSE
2007-10-01,2007,Dumfries and Galloway,Y106H,Kirkcudbright Cottage Hospital,Minor Injury Unit or Other,51,51,0,0,0,FALSE
2007-10-01,2007,Dumfries and Galloway,Y109H,Moffat Community Hospital,Minor Injury Unit or Other,13,13,0,0,0,FALSE
2007-10-01,2007,Dumfries and Galloway,Y110H,Newton Stewart Hospital,Minor Injury Unit or Other,61,61,0,0,0,FALSE
2007-10-01,2007,Dumfries and Galloway,Y144H,Galloway Community Hospital,Emergency Department,913,890,23,0,0,FALSE
2007-10-01,2007,Dumfries and Galloway,Y146H,Dumfries & Galloway Royal Infirmary,Emergency Department,2760,2724,36,1,0,FALSE
2007-10-01,2007,Fife,F704H,Victoria Hospital,Emergency Department,3726,3629,97,1,0,FALSE
2007-10-01,2007,Fife,F708H,Adamson Hospital,Minor Injury Unit or Other,149,149,0,0,0,FALSE
2007-10-01,2007,Fife,F709H,St Andrews Community Hospital,Minor Injury Unit or Other,319,319,0,0,0,FALSE
2007-10-01,2007,Fife,F805H,Queen Margaret Hospital,Emergency Department,3358,3275,83,3,0,FALSE
2007-10-01,2007,Forth Valley,V102H,Falkirk Community Hospital,Minor Injury Unit or Other,1812,1810,2,0,0,FALSE
2007-10-01,2007,Forth Valley,V201H,Stirling Community Hospital,Emergency Department,4018,3940,78,3,0,FALSE
2007-10-01,2007,Grampian,N101H,Aberdeen Royal Infirmary,Emergency Department,5279,5144,135,9,1,FALSE
2007-10-01,2007,Grampian,N121H,Royal Aberdeen Children's Hospital,Emergency Department,1341,1340,1,0,0,FALSE
2007-10-01,2007,Grampian,N151H,Aboyne Hospital,Minor Injury Unit or Other,58,58,0,0,0,FALSE
2007-10-01,2007,Grampian,N331H,Inverurie Hospital,Minor Injury Unit or Other,31,31,0,0,0,FALSE
2007-10-01,2007,Grampian,N332H,Insch & District War Memorial Hosp.,Minor Injury Unit or Other,51,51,0,0,0,FALSE
2007-10-01,2007,Grampian,N333H,Peterhead Community Hospital,Minor Injury Unit or Other,1022,1022,0,0,0,FALSE
2007-10-01,2007,Grampian,N334H,Fraserburgh Hospital,Minor Injury Unit or Other,933,929,4,0,0,FALSE
2007-10-01,2007,Grampian,N335H,Jubilee Hospital,Minor Injury Unit or Other,241,241,0,0,0,FALSE
2007-10-01,2007,Grampian,N336H,Turriff Cottage Hospital,Minor Injury Unit or Other,168,168,0,0,0,FALSE
2007-10-01,2007,Grampian,N337H,Chalmers Hospital,Minor Injury Unit or Other,318,318,0,0,0,FALSE
2007-10-01,2007,Grampian,N411H,Dr Gray's Hospital,Emergency Department,1881,1838,43,0,0,FALSE
2007-10-01,2007,Grampian,N431H,Seafield Hospital,Minor Injury Unit or Other,87,87,0,0,0,FALSE
2007-10-01,2007,Grampian,N432H,Stephen Cottage Hospital,Minor Injury Unit or Other,23,23,0,0,0,FALSE
2007-10-01,2007,Grampian,N433H,Turner Memorial Hospital,Minor Injury Unit or Other,110,110,0,0,0,FALSE
2007-10-01,2007,Grampian,N434H,Leanchoil Hospital,Minor Injury Unit or Other,41,41,0,0,0,FALSE
2007-10-01,2007,Grampian,N451H,Fleming Cottage Hospital,Minor Injury Unit or Other,25,25,0,0,0,FALSE
2007-10-01,2007,Grampian,N494H,Kincardine Community Hospital,Minor Injury Unit or Other,125,125,0,0,0,FALSE
2007-10-01,2007,Greater Glasgow and Clyde,C206H,Vale of Leven General Hospital,Minor Injury Unit or Other,1196,1193,3,0,0,FALSE
2007-10-01,2007,Greater Glasgow and Clyde,C313H,Inverclyde Royal Hospital,Emergency Department,2645,2590,55,0,0,FALSE
2007-10-01,2007,Greater Glasgow and Clyde,C418H,Royal Alexandra Hospital,Emergency Department,5797,5579,218,4,0,FALSE
2007-10-01,2007,Greater Glasgow and Clyde,G107H,Glasgow Royal Infirmary,Emergency Department,6562,6174,388,15,0,FALSE
2007-10-01,2007,Greater Glasgow and Clyde,G207H,Stobhill Hospital,Emergency Department,3577,3434,143,1,0,FALSE
2007-10-01,2007,Greater Glasgow and Clyde,G306H,New Victoria Hospital,Emergency Department,5788,5676,112,2,1,FALSE
2007-10-01,2007,Greater Glasgow and Clyde,G405H,Queen Elizabeth University Hospital,Emergency Department,4028,3852,176,3,0,FALSE
2007-10-01,2007,Greater Glasgow and Clyde,G513H,Royal Hospital for Children,Emergency Department,3316,3249,67,0,0,FALSE
2007-10-01,2007,Greater Glasgow and Clyde,G516H,West Glasgow,Emergency Department,5270,4876,394,21,3,FALSE
2007-10-01,2007,Highland,C103B,NA,Minor Injury Unit or Other,489,488,1,0,0,FALSE
2007-10-01,2007,Highland,C106H,Cowal Community Hospital,Minor Injury Unit or Other,521,520,1,0,0,FALSE
2007-10-01,2007,Highland,C108H,Islay Hospital,Minor Injury Unit or Other,80,79,1,0,0,FALSE
2007-10-01,2007,Highland,C110H,NA,Minor Injury Unit or Other,299,290,9,0,0,FALSE
2007-10-01,2007,Highland,C113H,Victoria Hospital,Minor Injury Unit or Other,284,279,5,0,0,FALSE
2007-10-01,2007,Highland,C117J,NA,Minor Injury Unit or Other,66,65,1,0,0,FALSE
2007-10-01,2007,Highland,C121H,Lorn & Islands Hospital,Emergency Department,496,494,2,0,0,FALSE
2007-10-01,2007,Highland,H101H,Dunbar Hospital,Minor Injury Unit or Other,191,191,0,0,0,FALSE
2007-10-01,2007,Highland,H103H,Caithness General Hospital,Emergency Department,477,473,4,0,0,FALSE
2007-10-01,2007,Highland,H106H,Lawson Memorial Hospital,Minor Injury Unit or Other,70,70,0,0,0,FALSE
2007-10-01,2007,Highland,H202H,Raigmore Hospital,Emergency Department,2360,2337,23,2,0,FALSE
2007-10-01,2007,Highland,H208H,Nairn Town and County Hospital,Minor Injury Unit or Other,195,195,0,0,0,FALSE
2007-10-01,2007,Highland,H210H,Ian Charles Community Hospital,Minor Injury Unit or Other,79,78,1,0,0,FALSE
2007-10-01,2007,Highland,H212H,Belford Hospital,Emergency Department,791,781,10,0,0,FALSE
2007-10-01,2007,Highland,H214H,Mackinnon Memorial Hospital,Minor Injury Unit or Other,213,207,6,0,0,FALSE
2007-10-01,2007,Highland,H215H,Portree Hospital,Minor Injury Unit or Other,120,120,0,0,0,FALSE
2007-10-01,2007,Highland,H217H,Ross Memorial Hospital,Minor Injury Unit or Other,169,169,0,0,0,FALSE
2007-10-01,2007,Highland,H219H,County Community Hospital Invergordon,Minor Injury Unit or Other,83,83,0,0,0,FALSE
2007-10-01,2007,Highland,H227B,NA,Minor Injury Unit or Other,149,149,0,0,0,FALSE
2007-10-01,2007,Lanarkshire,L106H,University Hospital Monklands,Emergency Department,5627,5417,210,7,0,FALSE
2007-10-01,2007,Lanarkshire,L206H,Kello Hospital,Minor Injury Unit or Other,160,160,0,0,0,FALSE
2007-10-01,2007,Lanarkshire,L207H,Lady Home Cottage Hospital,Minor Injury Unit or Other,133,133,0,0,0,FALSE
2007-10-01,2007,Lanarkshire,L302H,University Hospital Hairmyres,Emergency Department,4461,4296,165,20,5,FALSE
2007-10-01,2007,Lanarkshire,L308H,University Hospital Wishaw,Emergency Department,5575,5479,96,4,1,FALSE
2007-10-01,2007,Lothian,S116H,Western General Hospital,Minor Injury Unit or Other,2934,2745,189,8,0,FALSE
2007-10-01,2007,Lothian,S308H,St John's Hospital,Emergency Department,3871,3796,75,2,0,FALSE
2007-10-01,2007,Lothian,S314H,Royal Infirmary of Edinburgh at Little France,Emergency Department,8971,8438,533,13,0,FALSE
2007-10-01,2007,Lothian,S319H,Royal Hospital for Children and Young People,Emergency Department,2956,2928,28,0,0,FALSE
2007-10-01,2007,Orkney,R103H,The Balfour,Minor Injury Unit or Other,199,199,0,0,0,FALSE
2007-10-01,2007,Shetland,Z102H,Gilbert Bain Hospital,Emergency Department,676,670,6,1,0,FALSE
2007-10-01,2007,Tayside,T101H,Ninewells Hospital,Emergency Department,4057,4025,32,0,0,FALSE
2007-10-01,2007,Tayside,T202H,Perth Royal Infirmary,Emergency Department,2105,2071,34,0,0,FALSE
2007-10-01,2007,Tayside,T208H,NA,Minor Injury Unit or Other,52,52,0,0,0,FALSE
2007-10-01,2007,Tayside,T209H,Blairgowrie & Rattray Cottage Hospital,Minor Injury Unit or Other,116,116,0,0,0,FALSE
2007-10-01,2007,Tayside,T304H,Arbroath Infirmary,Minor Injury Unit or Other,666,666,0,0,0,FALSE
2007-10-01,2007,Tayside,T305H,Brechin Infirmary,Minor Injury Unit or Other,143,143,0,0,0,FALSE
2007-10-01,2007,Tayside,T319H,Whitehills Health and Community Care Centre,Minor Injury Unit or Other,405,405,0,0,0,FALSE
2007-10-01,2007,Tayside,T357C,NA,Minor Injury Unit or Other,408,407,1,0,0,FALSE
2007-10-01,2007,Western Isles,W106H,St Brendans Cot Hospital,Minor Injury Unit or Other,14,14,0,0,0,FALSE
2007-10-01,2007,Western Isles,W107H,Western Isles Hospital,Emergency Department,643,627,16,0,0,FALSE
2007-10-01,2007,Western Isles,W108H,Uist & Barra Hospital,Minor Injury Unit or Other,114,114,0,0,0,FALSE
2007-11-01,2007,Ayrshire and Arran,A101H,Arran War Memorial Hospital,Minor Injury Unit or Other,111,111,0,0,0,FALSE
2007-11-01,2007,Ayrshire and Arran,A110H,Lady Margaret Hospital,Minor Injury Unit or Other,42,42,0,0,0,FALSE
2007-11-01,2007,Ayrshire and Arran,A111H,University Hospital Crosshouse,Emergency Department,5119,5042,77,4,0,FALSE
2007-11-01,2007,Ayrshire and Arran,A207H,NA,Minor Injury Unit or Other,117,117,0,0,0,FALSE
2007-11-01,2007,Ayrshire and Arran,A210H,University Hospital Ayr,Emergency Department,3061,2980,81,2,0,FALSE
2007-11-01,2007,Borders,B103H,The Knoll Hospital,Minor Injury Unit or Other,12,12,0,0,0,FALSE
2007-11-01,2007,Borders,B105H,Hawick Community  Hospital,Minor Injury Unit or Other,71,71,0,0,0,FALSE
2007-11-01,2007,Borders,B114H,Kelso Hospital,Minor Injury Unit or Other,32,32,0,0,0,FALSE
2007-11-01,2007,Borders,B118H,Hay Lodge Hospital,Minor Injury Unit or Other,53,53,0,0,0,FALSE
2007-11-01,2007,Borders,B120H,Borders General Hospital,Emergency Department,1805,1784,21,0,0,FALSE
2007-11-01,2007,Dumfries and Galloway,Y101H,Castle Douglas Community Hospital,Minor Injury Unit or Other,51,51,0,0,0,FALSE
2007-11-01,2007,Dumfries and Galloway,Y106H,Kirkcudbright Cottage Hospital,Minor Injury Unit or Other,53,53,0,0,0,FALSE
2007-11-01,2007,Dumfries and Galloway,Y109H,Moffat Community Hospital,Minor Injury Unit or Other,1,1,0,0,0,FALSE
2007-11-01,2007,Dumfries and Galloway,Y110H,Newton Stewart Hospital,Minor Injury Unit or Other,13,13,0,0,0,FALSE
2007-11-01,2007,Dumfries and Galloway,Y144H,Galloway Community Hospital,Emergency Department,877,866,11,0,0,FALSE
2007-11-01,2007,Dumfries and Galloway,Y146H,Dumfries & Galloway Royal Infirmary,Emergency Department,2618,2577,41,0,0,FALSE
2007-11-01,2007,Fife,F704H,Victoria Hospital,Emergency Department,3361,3287,74,0,0,FALSE
2007-11-01,2007,Fife,F708H,Adamson Hospital,Minor Injury Unit or Other,147,147,0,0,0,FALSE
2007-11-01,2007,Fife,F709H,St Andrews Community Hospital,Minor Injury Unit or Other,268,268,0,0,0,FALSE
2007-11-01,2007,Fife,F805H,Queen Margaret Hospital,Emergency Department,3186,3062,124,4,0,FALSE
2007-11-01,2007,Forth Valley,V102H,Falkirk Community Hospital,Minor Injury Unit or Other,1610,1606,4,0,0,FALSE
2007-11-01,2007,Forth Valley,V201H,Stirling Community Hospital,Emergency Department,3903,3817,86,2,0,FALSE
2007-11-01,2007,Grampian,N101H,Aberdeen Royal Infirmary,Emergency Department,4974,4738,236,27,6,FALSE
2007-11-01,2007,Grampian,N121H,Royal Aberdeen Children's Hospital,Emergency Department,1204,1202,2,0,0,FALSE
2007-11-01,2007,Grampian,N151H,Aboyne Hospital,Minor Injury Unit or Other,66,66,0,0,0,FALSE
2007-11-01,2007,Grampian,N331H,Inverurie Hospital,Minor Injury Unit or Other,39,39,0,0,0,FALSE
2007-11-01,2007,Grampian,N332H,Insch & District War Memorial Hosp.,Minor Injury Unit or Other,61,61,0,0,0,FALSE
2007-11-01,2007,Grampian,N333H,Peterhead Community Hospital,Minor Injury Unit or Other,926,925,1,0,0,FALSE
2007-11-01,2007,Grampian,N334H,Fraserburgh Hospital,Minor Injury Unit or Other,769,765,4,0,0,FALSE
2007-11-01,2007,Grampian,N335H,Jubilee Hospital,Minor Injury Unit or Other,215,215,0,0,0,FALSE
2007-11-01,2007,Grampian,N336H,Turriff Cottage Hospital,Minor Injury Unit or Other,163,163,0,0,0,FALSE
2007-11-01,2007,Grampian,N337H,Chalmers Hospital,Minor Injury Unit or Other,271,271,0,0,0,FALSE
2007-11-01,2007,Grampian,N411H,Dr Gray's Hospital,Emergency Department,1699,1680,19,0,0,FALSE
2007-11-01,2007,Grampian,N431H,Seafield Hospital,Minor Injury Unit or Other,58,58,0,0,0,FALSE
2007-11-01,2007,Grampian,N432H,Stephen Cottage Hospital,Minor Injury Unit or Other,31,31,0,0,0,FALSE
2007-11-01,2007,Grampian,N433H,Turner Memorial Hospital,Minor Injury Unit or Other,94,94,0,0,0,FALSE
2007-11-01,2007,Grampian,N434H,Leanchoil Hospital,Minor Injury Unit or Other,52,52,0,0,0,FALSE
2007-11-01,2007,Grampian,N451H,Fleming Cottage Hospital,Minor Injury Unit or Other,25,25,0,0,0,FALSE
2007-11-01,2007,Grampian,N494H,Kincardine Community Hospital,Minor Injury Unit or Other,122,122,0,0,0,FALSE
2007-11-01,2007,Greater Glasgow and Clyde,C206H,Vale of Leven General Hospital,Minor Injury Unit or Other,1153,1148,5,0,0,FALSE
2007-11-01,2007,Greater Glasgow and Clyde,C313H,Inverclyde Royal Hospital,Emergency Department,2493,2459,34,1,0,FALSE
2007-11-01,2007,Greater Glasgow and Clyde,C418H,Royal Alexandra Hospital,Emergency Department,5317,5214,103,3,0,FALSE
2007-11-01,2007,Greater Glasgow and Clyde,G107H,Glasgow Royal Infirmary,Emergency Department,5949,5651,298,1,0,FALSE
2007-11-01,2007,Greater Glasgow and Clyde,G207H,Stobhill Hospital,Emergency Department,3302,3185,117,4,0,FALSE
2007-11-01,2007,Greater Glasgow and Clyde,G306H,New Victoria Hospital,Emergency Department,5412,5320,92,2,0,FALSE
2007-11-01,2007,Greater Glasgow and Clyde,G405H,Queen Elizabeth University Hospital,Emergency Department,3750,3590,160,1,0,FALSE
2007-11-01,2007,Greater Glasgow and Clyde,G513H,Royal Hospital for Children,Emergency Department,3456,3393,63,5,4,FALSE
2007-11-01,2007,Greater Glasgow and Clyde,G516H,West Glasgow,Emergency Department,4914,4643,271,12,7,FALSE
2007-11-01,2007,Highland,C103B,NA,Minor Injury Unit or Other,547,541,6,0,0,FALSE
2007-11-01,2007,Highland,C106H,Cowal Community Hospital,Minor Injury Unit or Other,494,494,0,0,0,FALSE
2007-11-01,2007,Highland,C108H,Islay Hospital,Minor Injury Unit or Other,59,57,2,0,0,FALSE
2007-11-01,2007,Highland,C110H,NA,Minor Injury Unit or Other,265,260,5,0,0,FALSE
2007-11-01,2007,Highland,C113H,Victoria Hospital,Minor Injury Unit or Other,266,261,5,0,0,FALSE
2007-11-01,2007,Highland,C117J,NA,Minor Injury Unit or Other,40,40,0,0,0,FALSE
2007-11-01,2007,Highland,C121H,Lorn & Islands Hospital,Emergency Department,480,476,4,0,0,FALSE
2007-11-01,2007,Highland,H101H,Dunbar Hospital,Minor Injury Unit or Other,150,150,0,0,0,FALSE
2007-11-01,2007,Highland,H103H,Caithness General Hospital,Emergency Department,473,471,2,0,0,FALSE
2007-11-01,2007,Highland,H106H,Lawson Memorial Hospital,Minor Injury Unit or Other,37,37,0,0,0,FALSE
2007-11-01,2007,Highland,H202H,Raigmore Hospital,Emergency Department,2218,2191,27,0,0,FALSE
2007-11-01,2007,Highland,H208H,Nairn Town and County Hospital,Minor Injury Unit or Other,188,186,2,0,0,FALSE
2007-11-01,2007,Highland,H210H,Ian Charles Community Hospital,Minor Injury Unit or Other,68,67,1,0,0,FALSE
2007-11-01,2007,Highland,H212H,Belford Hospital,Emergency Department,612,608,4,0,0,FALSE
2007-11-01,2007,Highland,H214H,Mackinnon Memorial Hospital,Minor Injury Unit or Other,207,205,2,0,0,FALSE
2007-11-01,2007,Highland,H215H,Portree Hospital,Minor Injury Unit or Other,101,100,1,0,0,FALSE
2007-11-01,2007,Highland,H217H,Ross Memorial Hospital,Minor Injury Unit or Other,165,165,0,0,0,FALSE
2007-11-01,2007,Highland,H219H,County Community Hospital Invergordon,Minor Injury Unit or Other,70,70,0,0,0,FALSE
2007-11-01,2007,Highland,H227B,NA,Minor Injury Unit or Other,70,69,1,0,0,FALSE
2007-11-01,2007,Lanarkshire,L106H,University Hospital Monklands,Emergency Department,5208,5145,63,7,0,FALSE
2007-11-01,2007,Lanarkshire,L206H,Kello Hospital,Minor Injury Unit or Other,123,123,0,0,0,FALSE
2007-11-01,2007,Lanarkshire,L207H,Lady Home Cottage Hospital,Minor Injury Unit or Other,126,126,0,0,0,FALSE
2007-11-01,2007,Lanarkshire,L302H,University Hospital Hairmyres,Emergency Department,4526,4323,203,34,20,FALSE
2007-11-01,2007,Lanarkshire,L308H,University Hospital Wishaw,Emergency Department,5408,5345,63,7,0,FALSE
2007-11-01,2007,Lothian,S116H,Western General Hospital,Minor Injury Unit or Other,2900,2802,98,10,0,FALSE
2007-11-01,2007,Lothian,S308H,St John's Hospital,Emergency Department,3635,3599,36,0,0,FALSE
2007-11-01,2007,Lothian,S314H,Royal Infirmary of Edinburgh at Little France,Emergency Department,8516,8155,361,20,0,FALSE
2007-11-01,2007,Lothian,S319H,Royal Hospital for Children and Young People,Emergency Department,3002,2964,38,0,0,FALSE
2007-11-01,2007,Orkney,R103H,The Balfour,Minor Injury Unit or Other,146,146,0,0,0,FALSE
2007-11-01,2007,Shetland,Z102H,Gilbert Bain Hospital,Emergency Department,622,621,1,0,0,FALSE
2007-11-01,2007,Tayside,T101H,Ninewells Hospital,Emergency Department,3863,3821,42,1,0,FALSE
2007-11-01,2007,Tayside,T202H,Perth Royal Infirmary,Emergency Department,1938,1930,8,0,0,FALSE
2007-11-01,2007,Tayside,T208H,NA,Minor Injury Unit or Other,28,28,0,0,0,FALSE
